Bulan laporan;Bulan Penjualan;Platform;Negara;Nama Label;Nama Artis;Judul rilis;Judul track;UPC;ISRC;Referensi Katalog Rilis;Jenis Langganan Streaming;Jenis rilis;Jenis penjualan;Kuantias;Mata Uang Pembayaran Klien;Harga Unit;Biaya Mekanis;Pendapatan Kotor;Tingkat pembagian klien;Pendapatan Bersih
"2025/05/01";"2025/02/01";"Facebook / Instagram";"Indonesia";"Manawa Music";"Koesworo";"Sendiri Tanpamu";"Sendiri Tanpamu";"3617661493972";"DG-A08-24-65413";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000060132834";"0,000000";"0,000360797004";"0,70000000";"0,000252557903"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Worldwide";"Manawa Music";"BUNNYFLY";"Menggapai Mimpi";"Menggapai Mimpi";"3617662959095";"DG-A0H-24-10987";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000458839887";"0,000000";"0,005964918526";"0,70000000";"0,004175442968"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Indonesia";"Manawa Music";"BUNNYFLY";"Menggapai Mimpi";"Menggapai Mimpi";"3617662959095";"DG-A0H-24-10987";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000010175000";"0,000000";"0,000010175000";"0,70000000";"0,000007122500"
"2025/05/01";"2025/03/01";"TikTok";"Indonesia";"Manawa Music";"BUNNYFLY";"Menggapai Mimpi";"Menggapai Mimpi";"3617662959095";"DG-A0H-24-10987";"";"";"Music Release";"Creation";1;"EUR";"0,001531763246";"0,000000";"0,001531763246";"0,70000000";"0,001072234272"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Malaysia";"Nada Studio";"Reyno";"Jika Kau Milikku";"Jika Kau Milikku";"3617384935285";"FR-96X-24-21254";"";"Premium";"Music Release";"Stream";1;"EUR";"0,001552635978";"0,000000";"0,001552635978";"0,70000000";"0,001086845185"
"2025/05/01";"2025/03/01";"Tidal";"Mexico";"Nada Studio";"Reyno";"Jika Kau Milikku";"Jika Kau Milikku";"3617384935285";"FR-96X-24-21254";"";"";"Music Release";"Stream";1;"EUR";"0,004519270000";"0,000000";"0,004519270000";"0,70000000";"0,003163489000"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Worldwide";"Nada Studio";"D'absolute";"Kata Hati";"Kata Hati";"3617384629115";"FR-59R-24-70137";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000501457879";"0,000000";"0,003008747274";"0,70000000";"0,002106123092"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Worldwide";"Nada Studio";"D'absolute";"Kata Hati";"Kata Hati";"3617384629115";"FR-59R-24-70137";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000468525072";"0,000000";"0,006090825940";"0,70000000";"0,004263578158"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Indonesia";"Genetic";"Alfan Ismail";"Kita Abadi";"Kita Abadi";"3617395731791";"FR-X28-25-08099";"";"Freemium / Ad Supported";"Music Release";"Stream";7;"EUR";"0,000092971220";"0,000000";"0,000650798540";"0,70000000";"0,000455558978"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Australia";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,002633142343";"0,000000";"0,015798854055";"0,70000000";"0,011059197839"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Hong kong";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000517792167";"0,000000";"0,006731298169";"0,70000000";"0,004711908719"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Indonesia";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000054202705";"0,000000";"0,000325216227";"0,70000000";"0,000227651359"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Malaysia";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000126235487";"0,000000";"0,001641061333";"0,70000000";"0,001148742933"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Senegal";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000019996200";"0,000000";"0,000259950602";"0,70000000";"0,000181965422"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Korea, republic of";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Premium";"Music Release";"Stream";3;"EUR";"0,007628791318";"0,000000";"0,022886373954";"0,70000000";"0,016020461769"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Korea, republic of";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,002000144253";"0,000000";"0,012000865519";"0,70000000";"0,008400605863"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Indonesia";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000049769717";"0,000000";"0,000298618299";"0,70000000";"0,000209032809"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Indonesia";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000054202705";"0,000000";"0,000325216227";"0,70000000";"0,000227651359"
"2025/05/01";"2025/05/01";"YouTube Official Content";"United states";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,004147129267";"0,000000";"0,004147129267";"0,70000000";"0,002902990487"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Korea, republic of";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,002000144253";"0,000000";"0,012000865519";"0,70000000";"0,008400605863"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Brazil";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000170357123";"0,000000";"0,002214642604";"0,70000000";"0,001550249823"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Thailand";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000038727232";"0,000000";"0,000232363390";"0,70000000";"0,000162654373"
"2025/05/01";"2025/02/01";"Facebook / Instagram";"Worldwide";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000530926208";"0,000000";"0,003185557248";"0,70000000";"0,002229890074"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"India";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000075602818";"0,000000";"0,000982836632";"0,70000000";"0,000687985643"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Korea, republic of";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,002000144253";"0,000000";"0,012000865519";"0,70000000";"0,008400605863"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Thailand";"FAR RECORDS";"Yuu";"bloom";"bloom";"3617224496662";"DG-A06-23-13026";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000038727232";"0,000000";"0,000232363390";"0,70000000";"0,000162654373"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"";"Music Release";"Creation";13;"EUR";"0,000029580980";"0,000000";"0,000384552736";"0,70000000";"0,000269186916"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"India";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000064433242";"0,000000";"0,000386599452";"0,70000000";"0,000270619616"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Tunisia";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000051703612";"0,000000";"0,000672146960";"0,70000000";"0,000470502872"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000029580980";"0,000000";"0,000177485878";"0,70000000";"0,000124240115"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";7;"EUR";"0,000029580980";"0,000000";"0,000207066858";"0,70000000";"0,000144946801"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000028949409";"0,000000";"0,000173696452";"0,70000000";"0,000121587516"
"2025/05/01";"2025/04/01";"UMA (Vkontakte)";"Russian federation";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Premium";"Music Release";"Stream";15;"EUR";"0,000078423750";"0,000000";"0,001176356250";"0,70000000";"0,000823449375"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Hong kong";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000504584489";"0,000000";"0,006559598355";"0,70000000";"0,004591718848"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"";"Music Release";"Creation";13;"EUR";"0,000022948767";"0,000000";"0,000298333969";"0,70000000";"0,000208833779"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Marshall islands";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000034593858";"0,000000";"0,000449720150";"0,70000000";"0,000314804105"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Algeria";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000122472493";"0,000000";"0,001592142409";"0,70000000";"0,001114499687"
"2025/05/01";"2025/05/01";"Apple Music";"Indonesia";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Premium";"Music Release";"Stream";1;"EUR";"0,002940642181";"0,000000";"0,002940642181";"0,70000000";"0,002058449527"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"India";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000067747997";"0,000000";"0,000880723963";"0,70000000";"0,000616506774"
"2025/05/01";"2025/04/01";"Kkbox";"Taiwan";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Premium";"Music Release";"Stream";31;"EUR";"0,002547654559";"0,000000";"0,078977291320";"0,70000000";"0,055284103924"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Oman";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000582068508";"0,000000";"0,007566890607";"0,70000000";"0,005296823425"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Papua new guinea";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000013834604";"0,000000";"0,000179849857";"0,70000000";"0,000125894900"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Indonesia";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000053638099";"0,000000";"0,000697295289";"0,70000000";"0,000488106703"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"India";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000075602818";"0,000000";"0,000453616907";"0,70000000";"0,000317531835"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000022948767";"0,000000";"0,000298333969";"0,70000000";"0,000208833779"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000022948767";"0,000000";"0,000298333969";"0,70000000";"0,000208833779"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Mexico";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000197536124";"0,000000";"0,001185216742";"0,70000000";"0,000829651719"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000022948767";"0,000000";"0,000298333969";"0,70000000";"0,000208833779"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000028949409";"0,000000";"0,000173696452";"0,70000000";"0,000121587516"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"India";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000067747997";"0,000000";"0,000880723963";"0,70000000";"0,000616506774"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000029580980";"0,000000";"0,000384552736";"0,70000000";"0,000269186916"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Mexico";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000197536124";"0,000000";"0,001185216742";"0,70000000";"0,000829651719"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Pakistan";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000038982681";"0,000000";"0,000233896083";"0,70000000";"0,000163727258"
"2025/05/01";"2025/04/01";"Yandex";"Russian federation";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Premium";"Music Release";"Stream";2;"EUR";"0,000407995048";"0,000000";"0,000815990095";"0,70000000";"0,000571193067"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Philippines";"FAR RECORDS";"HUAN";"tysm.";"tysm.";"3617226240560";"DG-A07-23-74105";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000028949409";"0,000000";"0,000173696452";"0,70000000";"0,000121587516"
"2025/05/01";"2025/02/01";"AWA";"Japan";"FAR RECORDS";"HUAN";"STRAY?!";"STRAY";"3617224040391";"DG-A05-23-73354";"";"";"Music Release";"Stream";4;"EUR";"0,004708474531";"0,000000";"0,018833898122";"0,70000000";"0,013183728685"
"2025/05/01";"2025/04/01";"UMA (Vkontakte)";"Russian federation";"FAR RECORDS";"HUAN";"STRAY?!";"STRAY";"3617224040391";"DG-A05-23-73354";"";"Premium";"Music Release";"Stream";2;"EUR";"0,000078423750";"0,000000";"0,000156847500";"0,70000000";"0,000109793250"
"2025/05/01";"2025/03/01";"AWA";"Japan";"FAR RECORDS";"HUAN";"STRAY?!";"STRAY";"3617224040391";"DG-A05-23-73354";"";"";"Music Release";"Stream";2;"EUR";"0,004247390792";"0,000000";"0,008494781584";"0,70000000";"0,005946347109"
"2025/05/01";"2025/05/01";"Apple Music";"Indonesia";"FAR RECORDS";"HUAN";"STRAY?!";"STRAY";"3617224040391";"DG-A05-23-73354";"";"Premium";"Music Release";"Stream";1;"EUR";"0,002940642181";"0,000000";"0,002940642181";"0,70000000";"0,002058449527"
"2025/05/01";"2025/04/01";"Yandex";"Russian federation";"FAR RECORDS";"HUAN";"STRAY?!";"STRAY";"3617224040391";"DG-A05-23-73354";"";"Premium";"Music Release";"Stream";1;"EUR";"0,000407995047";"0,000000";"0,000407995047";"0,70000000";"0,000285596533"
"2025/05/01";"2025/04/01";"Yandex";"Russian federation";"FAR RECORDS";"HUAN";"STRAY?!";"DRUNK IN LOVE";"3617224040391";"DG-A05-23-73355";"";"Premium";"Music Release";"Stream";5;"EUR";"0,000407995047";"0,000000";"0,002039975237";"0,70000000";"0,001427982666"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Worldwide";"FAR RECORDS";"HUAN";"STRAY?!";"DRUNK IN LOVE";"3617224040391";"DG-A05-23-73355";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000458839887";"0,000000";"0,005964918526";"0,70000000";"0,004175442968"
"2025/05/01";"2025/05/01";"Apple Music";"Indonesia";"FAR RECORDS";"HUAN";"STRAY?!";"DRUNK IN LOVE";"3617224040391";"DG-A05-23-73355";"";"Premium";"Music Release";"Stream";1;"EUR";"0,002940642181";"0,000000";"0,002940642181";"0,70000000";"0,002058449527"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Worldwide";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Di Dalam Riuh";"3617665921037";"DG-A0R-24-24363";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000501457879";"0,000000";"0,003008747274";"0,70000000";"0,002106123092"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Indonesia";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Di Dalam Riuh";"3617665921037";"DG-A0R-24-24363";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000173424576";"0,000000";"0,000173424576";"0,70000000";"0,000121397203"
"2025/05/01";"2025/05/01";"Apple Music";"Indonesia";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Di Dalam Riuh";"3617665921037";"DG-A0R-24-24363";"";"Premium";"Music Release";"Stream";1;"EUR";"0,002940642181";"0,000000";"0,002940642181";"0,70000000";"0,002058449527"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Indonesia";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Potret Suram";"3617665921037";"DG-A0R-24-24362";"";"Freemium / Ad Supported";"Music Release";"Stream";12;"EUR";"0,000010175000";"0,000000";"0,000122100000";"0,70000000";"0,000085470000"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Seychelles";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Potret Suram";"3617665921037";"DG-A0R-24-24362";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000196556720";"0,000000";"0,001179340320";"0,70000000";"0,000825538224"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Indonesia";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Potret Suram";"3617665921037";"DG-A0R-24-24362";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000049769716";"0,000000";"0,000647006314";"0,70000000";"0,000452904420"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Indonesia";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Potret Suram";"3617665921037";"DG-A0R-24-24362";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000238230602";"0,000000";"0,000238230602";"0,70000000";"0,000166761421"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Worldwide";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Potret Suram";"3617665921037";"DG-A0R-24-24362";"";"Freemium / Ad Supported";"Music Release";"Creation";7;"EUR";"0,000501457879";"0,000000";"0,003510205153";"0,70000000";"0,002457143607"
"2025/05/01";"2025/05/01";"Apple Music";"Indonesia";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Potret Suram";"3617665921037";"DG-A0R-24-24362";"";"Premium";"Music Release";"Stream";1;"EUR";"0,002940642181";"0,000000";"0,002940642181";"0,70000000";"0,002058449527"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Brunei darussalam";"Meta Records";"Radiant Eye";"Potret Suram Di Dalam Riuh";"Potret Suram";"3617665921037";"DG-A0R-24-24362";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000028115100";"0,000000";"0,000028115100";"0,70000000";"0,000019680570"
"2025/05/01";"2025/04/01";"Spotify";"Singapore";"V2LAST Studio";"V2LAST";"Tentukan Arah";"Tentukan Arah";"3616842254302";"FR-X87-21-86006";"";"Freemium / Ad Supported";"Music Release";"Stream";6;"EUR";"0,000257166700";"0,000000";"0,001543000200";"0,70000000";"0,001080100140"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"V2LAST Studio";"V2LAST";"Tentukan Arah";"Tentukan Arah";"3616842254302";"FR-X87-21-86006";"";"Premium";"Music Release";"Stream";13;"EUR";"0,001537461500";"0,000000";"0,019986999500";"0,70000000";"0,013990899650"
"2025/05/01";"2025/04/01";"Spotify";"Korea, republic of";"V2LAST Studio";"V2LAST";"Tentukan Arah";"Tentukan Arah";"3616842254302";"FR-X87-21-86006";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000558000000";"0,000000";"0,000558000000";"0,70000000";"0,000390600000"
"2025/05/01";"2025/04/01";"Spotify";"Malaysia";"V2LAST Studio";"V2LAST";"Tentukan Arah";"Tentukan Arah";"3616842254302";"FR-X87-21-86006";"";"Premium";"Music Release";"Stream";1;"EUR";"0,001419000000";"0,000000";"0,001419000000";"0,70000000";"0,000993300000"
"2025/05/01";"2025/04/01";"Spotify";"Malaysia";"V2LAST Studio";"V2LAST";"Tentukan Arah";"Tentukan Arah";"3616842254302";"FR-X87-21-86006";"";"Premium";"Music Release";"Stream";12;"EUR";"0,001900000000";"0,000000";"0,022800000000";"0,70000000";"0,015960000000"
